Movie Title,Year,Length (min),Av. Rating (0-5)
Tron: Legacy,2010,94,3.317
True Grit,2010,103,3.606
Tucker & Dale vs Evil,2010,112,4.3725
Undisputed III: Redemption,2010,102,4.2967
Unstoppable,2010,103,1.8843
Unthinkable,2010,106,3.7407
Upside Down: The Creation Records Story,2010,100,1.9307
Valentine's Day,2010,107,3.1666
Waiting for 'Superman',2010,105,1.8346
Wall Street: Money Never Sleeps,2010,94,1.8875
What Men Talk About,2010,92,3.3729
When in Rome,2010,118,3.9408
Who Killed Chea Vichea?,2010,119,3.9102
Winter's Bone,2010,106,4.3189
Yogi Bear,2010,118,4.1551
You Again,2010,114,4.19
You Will Meet a Tall Dark Stranger,2010,111,3.0225
10 Years,2011,99,2.176
30 Minutes or Less,2011,93,4.0115
50/50,2011,105,4.3007
6 Days to Air: The Making of South Park,2011,119,4.1659
96 Minutes,2011,92,1.8641
Abduction,2011,109,4.4069
Absentia,2011,110,2.2852
Adventures in Plymptoons!,2011,106,3.8408
African Cats,2011,100,3.1958
Albatross,2011,94,2.1209
All Watched Over by Machines of Loving Grace,2011,98,1.8031
All-Star Superman,2011,101,2.2658
Alvin and the Chipmunks: Chipwrecked,2011,114,2.9381
Another Earth,2011,119,3.3946
Apollo 18,2011,104,1.8868
Arthur,2011,110,2.9762
Arthur Christmas,2011,105,2.4918
Atlas Shrugged: Part 1,2011,108,3.816
Attack the Block,2011,96,2.9217
Bad Teacher,2011,115,3.103
Batman: Year One,2011,108,4.2643
Battle: Los Angeles,2011,114,3.6673
Beastly,2011,96,4.5333
Being Elmo: A Puppeteer's Journey,2011,108,4.4562
Bellflower,2011,96,3.6509
Bernie,2011,100,1.9463
Bill Cunningham New York,2011,115,3.5483
BlinkyTM,2011,101,3.2269
Blitz,2011,93,3.4086
Bridesmaids,2011,115,2.637
Bully,2011,110,3.102
Captain America: The First Avenger,2011,113,2.5359
Carnage,2011,113,3.0274
Cars 2,2011,92,3.1014
Catch .44,2011,116,4.6552
Cedar Rapids,2011,113,3.8927
Chalet Girl,2011,91,4.4369
Cloudburst,2011,116,2.1494
Codependent Lesbian Space Alien Seeks Same,2011,110,2.8804
Colombiana,2011,98,3.078
Comic-Con Episode IV: A Fan's Hope,2011,118,4.4303
Conan the Barbarian,2011,118,2.0199
Conception,2011,119,3.5511
Contagion,2011,117,4.7595
Coriolanus,2011,109,4.7477
Cowboys & Aliens,2011,93,2.839
Damsels in Distress,2011,92,2.2018
DeadHeads,2011,113,3.2832
Delhi Belly,2011,99,3.2848
Detachment,2011,117,4.6527
Diary of a Wimpy Kid: Rodrick Rules,2011,108,2.1564
Dragons: Gift of the Night Fury,2011,102,3.8518
Drive,2011,109,2.7133
Drive Angry,2011,92,4.0419
Eva,2011,99,4.1543
Extremely Loud and Incredibly Close,2011,118,2.6506
Final Destination 5,2011,116,4.1454
First Position,2011,91,4.153
Footloose,2011,120,2.4619
Friends with Benefits,2011,95,2.1194
Friends with Kids,2011,97,3.5953
Fright Night,2011,118,4.1427
Frozen Planet,2011,112,4.1509
Fullmetal Alchemist: The Sacred Star of Milos,2011,92,2.0459
Generation P,2011,115,2.0341
George Harrison: Living in the Material World,2011,114,2.0719
Girl Walks Into a Bar,2011,91,3.834
Gnomeo & Juliet,2011,95,4.0197
God Bless America,2011,113,3.3708
Goon,2011,91,2.2481
Grave Encounters,2011,97,1.8495
Green Lantern,2011,106,3.8175
Hall Pass,2011,100,4.2358
Hanna,2011,99,2.6936
Happy Feet Two,2011,99,4.2081
Harry Potter and the Deathly Hallows: Part 2,2011,119,3.856
Haywire,2011,111,3.9421
Headshot,2011,108,3.2121
Himizu,2011,97,3.021
Hobo with a Shotgun,2011,117,2.8748
Hop,2011,109,2.0594
Horrible Bosses,2011,95,3.5946
Hugo,2011,118,2.2989
Human Planet,2011,105,1.8542
Hysteria,2011,92,3.2409
I Am Number Four,2011,102,4.4829
I Don't Know How She Does It,2011,110,2.334
Ice Age: A Mammoth Christmas,2011,95,2.2652
Immortals,2011,120,2.8362
In Time,2011,111,4.7091
Into the Abyss,2011,119,2.2872
Into the Forest of Fireflies' Light,2011,114,3.3622
Intouchables,2011,99,2.4327
J. Edgar,2011,120,2.67
Jack and Jill,2011,101,4.3864
Jackass 3.5,2011,109,3.66
Jane Eyre,2011,117,2.6311
Jiro Dreams of Sushi,2011,113,2.5798
Johnny English Reborn,2011,92,3.8128
Just Go with It,2011,116,2.2649
Kevin Hart: Laugh at My Pain,2011,103,1.883
Kill List,2011,106,4.4744
Kill the Irishman,2011,116,3.5326
Killer Elite,2011,105,3.1407
Killer Joe,2011,103,3.3196
Kung Fu Panda 2,2011,93,4.5312
Kung Fu Panda: Secrets of the Masters,2011,118,3.1874
Larry Crowne,2011,106,2.1748
Like Crazy,2011,120,1.8391
Limitless,2011,97,3.6455
Louis C.K.: Live at the Beacon Theater,2011,104,2.0036
Margaret,2011,102,4.5244
Margin Call,2011,91,3.4462
Mars Needs Moms,2011,108,1.9505
Martha Marcy May Marlene,2011,111,3.2451
Melancholia,2011,110,4.4426
Midnight in Paris,2011,107,3.3054
Mildred Pierce,2011,93,1.9448
Miss Representation,2011,94,3.7735
Mission: Impossible - Ghost Protocol,2011,118,4.0519
Moneyball,2011,108,4.7534
Monsieur Lazhar,2011,120,4.5562
Monte Carlo,2011,97,4.5433
Mr. Popper's Penguins,2011,105,3.1106
New Kids Nitro,2011,94,4.6048
New Year's Eve,2011,106,2.0828
No Strings Attached,2011,109,2.2667
One Day,2011,117,2.9643
Our Idiot Brother,2011,97,3.6986
Paradise Lost 3: Purgatory,2011,112,2.15
Paranormal Activity 3,2011,119,2.2072
Paul,2011,103,1.8802
Pearl Jam Twenty,2011,107,2.2827
Perfect Sense,2011,96,3.1208
Phineas and Ferb the Movie: Across the 2nd Dimension,2011,109,2.4253
Pirates of the Caribbean: On Stranger Tides,2011,98,4.044
Priest,2011,109,3.4476
Puncture,2011,104,2.517
Puss in Boots,2011,100,4.3481
Rango,2011,115,2.6825
Real Steel,2011,101,1.9328
Red Riding Hood,2011,102,3.6964
Red State,2011,116,4.7035
Rio,2011,120,4.3463
Rise of the Planet of the Apes,2011,108,2.701
Salmon Fishing in the Yemen,2011,114,3.6658
Salvation Boulevard,2011,120,3.4977
Samsara,2011,119,3.0618
Scream 4,2011,91,2.4856
Season of the Witch,2011,114,4.5699
Seeking Justice,2011,102,3.3665
Shame,2011,110,2.5577
Shark Night 3D,2011,119,4.4265
Sherlock Holmes: A Game of Shadows,2011,107,3.5151
Some Guy Who Kills People,2011,96,2.8433
Something Borrowed,2011,97,2.4505
Soul Surfer,2011,94,3.4954
Sound of My Voice,2011,93,3.1648
Source Code,2011,95,4.4121
Spellbound,2011,115,3.1773
Sucker Punch,2011,109,4.6947
Super 8,2011,116,2.1014
Take Me Home Tonight,2011,96,3.1929
Take Shelter,2011,105,3.0235
Take This Waltz,2011,96,3.3608
Terri,2011,98,3.7071
The Artist,2011,113,2.8956
The Raid: Redemption,2011,110,2.5917
This Must Be the Place,2011,92,4.6447
Thor,2011,95,4.2133
Tilt,2011,112,3.939
Tinker Tailor Soldier Spy,2011,117,2.3115
Tomboy,2011,116,3.63
Too Big to Fail,2011,97,4.2859
Tower Heist,2011,112,2.6315
Transformers: Dark of the Moon,2011,118,4.3676
Tyrannosaur,2011,120,3.02
Unknown,2011,98,3.5309
Violet & Daisy,2011,111,2.7022
War Horse,2011,99,4.3342
Warrior,2011,103,3.1007
Water for Elephants,2011,99,4.1888
We Bought a Zoo,2011,96,2.9103
We Need to Talk About Kevin,2011,102,2.5498
What Men Still Talk About,2011,107,4.7714
What's Your Number?,2011,110,3.3162
Win Win,2011,120,4.3604
Winnie the Pooh,2011,117,2.8292
X-Men: First Class,2011,97,1.8215
You Are the Apple of My Eye,2011,91,3.2203
Young Adult,2011,110,4.3928
Your Highness,2011,108,1.8898
Your Sister's Sister,2011,118,2.2372
You're Next,2011,102,2.8038
Zeitgeist: Moving Forward,2011,117,3.7471
Zookeeper,2011,92,1.8205
[REC]³ 3 Génesis,2012,109,4.8234
2 Days in New York,2012,119,3.0896
21 Jump Street,2012,121,1.8617
Abraham Lincoln: Vampire Hunter,2012,115,4.066
Act of Valor,2012,107,2.9968
Alex Cross,2012,108,1.8552
Anna Karenina,2012,95,4.5908
Argo,2012,106,4.2927
Bad Karma,2012,120,3.257
Battleship,2012,115,4.3678
Beasts of the Southern Wild,2012,96,4.4173
Big Top Scooby-Doo!,2012,121,3.8399
Bill Burr: You People Are All the Same,2012,116,4.155
Bliss,2012,121,4.6623
Blue Exorcist: The Movie,2012,94,3.7792
Brake,2012,91,3.5692
Brave,2012,96,2.2949
Broken,2012,103,3.2881
Bullet to the Head,2012,98,3.1715
Byzantium,2012,104,4.7807
Chronicle,2012,99,3.4956
Cleanskin,2012,119,2.3114
Cloud Atlas,2012,119,4.4974
Comme un chef,2012,94,1.9419
Contraband,2012,120,3.0732
Dark Shadows,2012,96,4.4174
Dark Tide,2012,105,2.8293
Deadfall,2012,96,4.7221
Diary of a Wimpy Kid: Dog Days,2012,120,4.7968
Disconnect,2012,117,2.2388
Django Unchained,2012,119,3.3482
Dr. Seuss' The Lorax,2012,110,2.2963
Dredd,2012,97,3.5908
End of Watch,2012,92,4.2925
English Vinglish,2012,107,3.6332
Everything or Nothing: The Untold Story of 007,2012,117,3.7253
Fire with Fire,2012,97,3.3799
Flight,2012,94,3.8561
Fraktus,2012,117,1.9949
Frances Ha,2012,93,1.962
Frankenweenie,2012,109,2.5502
Get the Gringo,2012,96,3.0695
Ghost Graduation,2012,117,2.7524
Ghost Rider: Spirit of Vengeance,2012,102,2.3792
GLOW: The Story of the Gorgeous Ladies of Wrestling,2012,101,4.5899
God Loves Caviar,2012,112,4.1356
Gone,2012,113,4.72
Grabbers,2012,101,4.0088
Hellbenders,2012,119,2.1675
Here Comes the Boom,2012,101,4.3449
Hitchcock,2012,92,4.5385
Holy Motors,2012,93,4.1834
Hope Springs,2012,102,4.824
Hotel Transylvania,2012,102,2.3893
House at the End of the Street,2012,107,3.3542
Hyde Park on Hudson,2012,113,4.677
Ice Age 4: Continental Drift,2012,112,3.0546
Indie Game: The Movie,2012,110,4.2439
Inescapable,2012,93,2.7661
Iron Sky,2012,108,2.1898
It's Such a Beautiful Day,2012,116,4.8099
Jack Reacher,2012,119,3.8051
John Carter,2012,118,3.5028
John Dies at the End,2012,111,2.163
John Mulaney: New In Town,2012,121,3.5437
Journey 2: The Mysterious Island,2012,110,3.3175
Joyful Noise,2012,102,1.9966
Justice League: Doom,2012,114,2.459
Killing Them Softly,2012,107,2.8315
Lawless,2012,118,3.3439
Liberal Arts,2012,93,3.2745
Life of Pi,2012,104,4.8079
Lincoln,2012,107,4.1435
Lockout,2012,95,3.6907
LOL,2012,97,4.1242
Lola Versus,2012,111,2.8771
Looper,2012,119,4.3304
Madagascar 3: Europe's Most Wanted,2012,96,2.2399
Magic Mike,2012,107,2.0757
Man on a Ledge,2012,91,1.8504
Maniac,2012,108,2.4546
Maria Bamford: The Special Special Special!,2012,119,2.2229
Marley,2012,93,4.6542
Marvel One-Shot: Item 47,2012,100,4.0682
Mental,2012,114,2.2418
Mirror Mirror,2012,119,4.7417
Moonrise Kingdom,2012,114,4.0957
Much Ado About Nothing,2012,106,2.1437
Mud,2012,95,4.5602
Nature Calls,2012,118,2.5861
Not Suitable for Children,2012,92,4.0657
One for the Money,2012,111,4.8023
Paperman,2012,102,2.0963
Paranormal Activity 4,2012,119,3.4458
ParaNorman,2012,109,4.4402
Parental Guidance,2012,117,2.2239
Passion,2012,104,2.1714
Pitch Perfect,2012,112,3.0005
Playing for Keeps,2012,94,4.6143
Premium Rush,2012,116,3.6445
Project X,2012,111,2.1878
Prometheus,2012,119,2.1513
Promised Land,2012,102,2.3428
Puss in Boots: The Three Diablos,2012,99,3.92
Red Dawn,2012,100,4.0218
Red Flag,2012,98,4.5196
Red Tails,2012,102,3.8282
Resident Evil: Retribution,2012,116,2.6878
Resolution,2012,116,4.5466
Revenge for Jolly!,2012,102,3.0644
Rise of the Guardians,2012,93,2.845
Robot & Frank,2012,105,2.1434
Rock of Ages,2012,119,4.3639
Ruby Sparks,2012,94,3.638
Safe,2012,121,2.0806
Safe House,2012,94,1.8991
Safety Not Guaranteed,2012,112,4.2124
Savages,2012,118,3.3481
Searching for Sugar Man,2012,115,2.4744
Sebastian Maniscalco: What's Wrong with People?,2012,108,2.1529
Seeking a Friend for the End of the World,2012,108,3.3158
Seven Psychopaths,2012,101,3.503
Shadow Dancer,2012,109,4.4501
Side by Side,2012,99,3.0488
Sightseers,2012,111,3.9471
Silent Hill: Revelation 3D,2012,93,2.9009
Silver Linings Playbook,2012,119,3.3298
Sinister,2012,107,2.6363
Skyfall,2012,93,3.1432
Smashed,2012,113,4.0329
Snow White and the Huntsman,2012,111,2.8533
Stand Up Guys,2012,115,2.272
Stuck in Love,2012,108,4.4876
Tabu,2012,109,3.8532
Taken 2,2012,119,4.7647
Tangled Ever After,2012,93,4.6799
Ted,2012,96,1.8368
That's My Boy,2012,112,2.8422
The FP,2012,107,2.2052
The Hunger Games,2012,98,4.7373
The Punisher: Dirty Laundry,2012,103,3.7898
Think Like a Man,2012,113,4.1306
This Is 40,2012,102,4.8299
This Means War,2012,102,2.5978
To Rome with Love,2012,116,3.5092
Tooth Fairy 2,2012,99,2.4564
Total Recall,2012,106,3.174
Treasure Island,2012,102,2.5049
Underworld: Awakening,2012,107,4.0475
Unicorn City,2012,103,4.7541
Universal Soldier: Day of Reckoning,2012,117,4.6745
Upside Down,2012,109,4.02
V/H/S,2012,95,2.9352
Vamps,2012,93,2.149
Wadjda,2012,106,4.0881
Wanderlust,2012,121,4.3576
What to Expect When You're Expecting,2012,105,2.0556
White Frog,2012,92,2.9643
Why Stop Now,2012,113,3.4241
With Great Power: The Stan Lee Story,2012,111,4.4198
Wrath of the Titans,2012,101,2.6673
Wreck-It Ralph,2012,119,4.5443
Wrong,2012,95,3.4584
Zero Dark Thirty,2012,98,3.7457
12 Years a Slave,2013,115,3.3573
2 Guns,2013,95,4.6731
21 and Over,2013,116,4.3791
47 Ronin,2013,113,3.0853
A Story of Children and Film,2013,107,2.5769
About Time,2013,92,3.266
Admission,2013,99,4.1163
Afflicted,2013,109,2.2867
After Earth,2013,114,3.0304
Alan Partridge: Alpha Papa,2013,118,3.5921
All is Bright,2013,104,3.016
All Is Lost,2013,96,3.9105
American Hustle,2013,119,4.7057
Anchorman 2: The Legend Continues,2013,107,2.248
anohana: The Flower We Saw That Day - The Movie,2013,107,2.1601
At Middleton,2013,103,3.6536
Austenland,2013,97,2.8637
Bad Words,2013,110,4.6688
Beautiful Creatures,2013,107,2.0788
Before Midnight,2013,113,1.942
Begin Again,2013,115,3.6579
Behind the Candelabra,2013,112,3.1308
Blackfish,2013,92,3.0369
Blue Jasmine,2013,94,4.7484
Blue Ruin,2013,104,3.2419
Bros Before Hos,2013,100,2.789
Captain Phillips,2013,109,2.3582
Carrie,2013,117,2.8087
Charlie Countryman,2013,121,3.4248
Closer to the Moon,2013,96,2.8912
Cloudy with a Chance of Meatballs 2,2013,93,2.0895
Coffee Town,2013,93,4.2336
Coherence,2013,116,4.534
Cold Comes the Night,2013,106,3.3195
Comedy Central Roast of James Franco,2013,110,4.2306
Craig Ferguson: I'm Here To Help,2013,118,2.1435
Crystal Fairy & the Magical Cactus and 2012,2013,100,1.9462
Da geht noch was!,2013,93,3.6634
Dallas Buyers Club,2013,107,3.6234
Dampfnudelblues,2013,97,4.6251
Dark Skies,2013,103,2.7175
Delivery Man,2013,97,3.8388
Despicable Me 2,2013,117,2.7195
Doctor Who: The Time of the Doctor,2013,121,3.8292
Don Jon,2013,110,2.1674
Dragon Ball Z: Battle of Gods,2013,102,3.4891
Drift,2013,103,3.2753
Drinking Buddies,2013,110,2.3481
Elysium,2013,115,1.9648
Embassy,2013,107,2.8017
Ender's Game,2013,113,4.3664
Enemy,2013,109,2.9736
Enough Said,2013,120,4.4486
Epic,2013,121,2.4692
Escape from Planet Earth,2013,93,3.4191
Escape From Tomorrow,2013,98,4.0789
Escape Plan,2013,94,3.5295
Evil Dead,2013,101,3.6864
Fading Gigolo,2013,109,2.4801
Felony,2013,103,4.1194
Filth,2013,107,2.0156
Frozen,2013,99,4.1398
Fruitvale Station,2013,104,3.2298
G.B.F.,2013,103,2.8828
G.I. Joe: Retaliation,2013,117,4.2816
Gangster Squad,2013,99,3.4809
Generation War,2013,114,3.4798
Getaway,2013,100,2.4229
Ghost in the Shell Arise - Border 1: Ghost Pain,2013,92,2.5874
Ghost in the Shell Arise - Border 2: Ghost Whispers,2013,115,2.9502
Gintama: The Final Chapter - Be Forever Yorozuya,2013,107,4.2653
Gravity,2013,115,3.8041
Grown Ups 2,2013,121,3.4477
Grudge Match,2013,115,3.1693
Hansel & Gretel: Witch Hunters,2013,112,2.7463
Hatchet III,2013,98,1.9568
Haunter,2013,93,3.5778
Her,2013,116,2.0036
Homefront,2013,119,3.9584
Hunting Elephants,2013,110,3.2849
Identity Thief,2013,105,4.2754
I'll Follow You Down,2013,95,3.3378
In a World...,2013,121,4.186
Inside Llewyn Davis,2013,116,4.6923
Insidious: Chapter 2,2013,104,2.3436
Iron Man & Hulk: Heroes United,2013,121,2.4608
Iron Man 3,2013,96,2.942
Jack the Giant Slayer,2013,119,2.9577
Jackass Presents: Bad Grandpa,2013,105,3.5949
Jim Norton: American Degenerate,2013,120,2.7523
Jimi: All Is by My Side,2013,105,1.9173
Jobs,2013,115,2.7426
Justin and the Knights of Valour,2013,119,3.4024
Kick-Ass 2,2013,121,2.3428
Knights of Badassdom,2013,107,2.4232
Last Vegas,2013,102,2.6449
Lee Daniels' The Butler,2013,117,3.4937
Legend No. 17,2013,96,4.2726
LEGO Batman: The Movie - DC Heroes Unite,2013,100,2.4625
Locke,2013,93,2.5422
Lone Survivor,2013,92,2.2386
Louis C.K.: Oh My God,2013,107,4.3564
Man of Steel,2013,117,2.5128
Man of Tai Chi,2013,102,3.8739
Mandela: Long Walk to Freedom,2013,106,3.6279
Marvel One-Shot: Agent Carter,2013,102,3.8767
Monsters University,2013,119,3.9211
Movie 43,2013,93,4.58
Mr Hublot,2013,102,2.4331
Nebraska,2013,105,3.4904
Ninja: Shadow of a Tear,2013,101,3.1985
Now You See Me,2013,120,3.8908
Nymphomaniac: Volume I,2013,107,3.6941
Nymphomaniac: Volume II,2013,109,4.019
Oblivion,2013,115,2.0068
Oculus,2013,120,4.4625
Oldboy,2013,111,3.77
Olympus Has Fallen,2013,98,3.296
Only God Forgives,2013,108,2.9581
Only Lovers Left Alive,2013,116,2.3568
Over the Garden Wall,2013,109,4.2707
Oz the Great and Powerful,2013,96,3.8735
Pacific Rim,2013,113,3.8406
Pain & Gain,2013,119,4.2607
Particle Fever,2013,117,4.6934
Pawn,2013,104,2.3485
Percy Jackson: Sea of Monsters,2013,103,4.4516
Phil Spector,2013,92,3.2467
Philomena,2013,108,3.6236
Planes,2013,107,1.9778
Prisoners,2013,110,4.569
R.I.P.D.,2013,114,2.9229
Rapture-Palooza,2013,96,4.7228
Red 2,2013,114,3.7729
Riddick,2013,120,4.5772
Ruby Red,2013,118,3.7693
Runner Runner,2013,116,2.5059
Rush,2013,110,3.2068
Safe Haven,2013,105,2.0558
Saving Mr. Banks,2013,114,4.5968
Saving Santa,2013,118,2.1692
Schlussmacher,2013,98,4.4858
Sharknado,2013,98,3.8144
Short Term 12,2013,108,3.3845
Side Effects,2013,94,2.9299
Snitch,2013,98,3.5918
Snowpiercer,2013,114,3.9598
Stalingrad,2013,107,2.3556
Star Trek Into Darkness,2013,94,2.8472
Steins;Gate the Movie: The Burden of Déjà vu,2013,117,3.7626
Stoker,2013,97,3.2634
Syrup,2013,105,4.4249
Tangerines,2013,99,4.1879
Texas Chainsaw 3D,2013,117,2.4782
The Hunger Games: Catching Fire,2013,104,4.8217
The Spectacular Now,2013,100,3.3082
There Will Come a Day,2013,115,3.8999
This Is the End,2013,110,4.2795
Thor: The Dark World,2013,103,2.2832
Tim's Vermeer,2013,120,3.1596
Trance,2013,100,4.3132
Trevor Noah: African American,2013,103,3.4287
Turbo,2013,108,1.9171
Under the Skin,2013,114,3.8105
Unforgiven,2013,107,4.7601
UnHung Hero,2013,107,4.3525
Upstream Color,2013,98,4.5662
V/H/S/2,2013,120,2.9211
Warm Bodies,2013,110,4.8145
We Are What We Are,2013,119,4.2402
Welcome to the Jungle,2013,95,3.3024
We're the Millers,2013,115,2.6108
What If,2013,102,2.727
Whiplash,2013,113,1.9638
White House Down,2013,98,3.7556
World War Z,2013,96,3.2193
Wrong Cops,2013,112,3.0071
Zulu,2013,120,2.952
13 Sins,2014,115,2.7215
22 Jump Street,2014,121,3.5319
3 Days to Kill,2014,98,2.5105
300: Rise of an Empire,2014,120,3.3728
5 to 7,2014,99,2.1169
'71,2014,113,4.7928
A Merry Friggin' Christmas,2014,121,2.3935
A Million Ways to Die in the West,2014,103,4.7487
A Most Wanted Man,2014,106,2.0832
A Pigeon Sat on a Branch Reflecting on Existence,2014,92,1.954
About Last Night,2014,111,3.5777
Alles Inklusive,2014,109,3.8638
Alpha and Omega 3: The Great Wolf Games,2014,111,3.817
American Sniper,2014,99,2.0615
And So It Goes,2014,113,3.1223
Annabelle,2014,102,4.2335
Barefoot,2014,118,2.6997
Batman: Assault on Arkham,2014,106,4.21
Before We Go,2014,106,2.7154
Better Living Through Chemistry,2014,101,4.6618
Big Eyes,2014,104,2.8729
Big Hero 6,2014,114,4.5676
Bill Burr: I'm Sorry You Feel That Way,2014,100,2.0514
Black Mirror: White Christmas,2014,118,4.8418
Blended,2014,111,3.1875
Boyhood,2014,120,3.1117
Breathe,2014,113,2.4524
Brick Mansions,2014,105,2.5707
By the Gun,2014,117,2.7635
Cake,2014,106,3.9978
Calvary,2014,97,3.0033
Camp X-Ray,2014,117,4.817
Captain America: The Winter Soldier,2014,121,2.55
Cesar Chavez,2014,113,4.4418
Chef,2014,101,3.1241
Citizenfour,2014,104,2.4788
Clown,2014,92,4.3008
Cold in July,2014,93,4.0007
Copenhagen,2014,115,4.0085
Corner Gas: The Movie,2014,108,2.6174
Creep,2014,111,3.6751
Da Sweet Blood of Jesus,2014,115,4.4057
Dane Cook: Troublemaker,2014,106,1.9291
Date and Switch,2014,109,2.9999
Dawn of the Planet of the Apes,2014,118,3.0017
Dead Snow 2: Red vs. Dead,2014,102,3.4098
Delirium,2014,112,2.7869
Deliver Us from Evil,2014,110,2.7614
Digging Up the Marrow,2014,112,2.8696
Divergent,2014,105,4.623
Doctor Who: Last Christmas,2014,101,4.1087
Dracula Untold,2014,97,4.4442
Drive Hard,2014,108,4.3166
Dumb and Dumber To,2014,102,4.4925
Dying of the Light,2014,119,2.8172
Eden,2014,96,2.6296
Edge of Tomorrow,2014,120,2.7975
Elsa & Fred,2014,101,2.5823
Every Secret Thing,2014,107,3.7803
Exodus: Gods and Kings,2014,105,2.3937
Feast,2014,107,4.7973
Fort Tilden,2014,108,2.7647
Frank,2014,112,2.9345
Free to Play,2014,92,1.9362
Freezer,2014,107,3.2604
Fury,2014,102,3.0892
Güeros,2014,119,4.6693
Garm Wars: The Last Druid,2014,94,2.6044
Get on Up,2014,120,2.5743
Girltrash: All Night Long,2014,103,3.1648
God's Not Dead,2014,97,2.3935
Godzilla,2014,95,4.465
Gone Girl,2014,93,3.0438
Guardians of the Galaxy,2014,94,4.0407
Hector and the Search for Happiness,2014,113,2.572
Hello Ladies: The Movie,2014,109,3.2703
Hercules,2014,117,4.0571
Hit by Lightning,2014,113,2.8178
Honeymoon,2014,119,2.5616
Horns,2014,108,4.6742
Horrible Bosses 2,2014,112,3.6817
Houdini,2014,121,2.8325
Housebound,2014,105,3.7496
How to Make Love Like an Englishman,2014,115,4.1498
How to Train Your Dragon 2,2014,102,2.6577
I Origins,2014,114,3.6897
If I Stay,2014,119,3.5574
In the Name of the King III,2014,95,3.3781
Inherent Vice,2014,104,3.6028
Interstellar,2014,109,2.0356
Into the Woods,2014,109,1.9617
It Follows,2014,117,2.328
Jack Ryan: Shadow Recruit,2014,109,4.7616
Jeff Dunham: All Over the Map,2014,95,2.004
Jersey Boys,2014,120,2.3262
Jim Jefferies: BARE,2014,110,3.138
John Wick,2014,110,4.5828
Johnny Express,2014,101,3.5561
Julia,2014,113,2.9747
Just Before I Go,2014,100,2.0539
Just Eat It: A Food Waste Story,2014,104,4.7119
Kill Me Three Times,2014,97,2.1376
Kill the Messenger,2014,112,4.3634
Kite,2014,111,3.1498
Laggies,2014,99,3.5846
Last Shift,2014,113,4.2022
Let's Be Cops,2014,111,4.3755
Leviathan,2014,109,1.9465
Libre et assoupi,2014,92,2.285
Life After Beth,2014,108,4.8611
Life Partners,2014,111,2.9627
Lilting,2014,96,2.6662
Love & Mercy,2014,117,4.823
Lovesick,2014,121,4.5262
Lucy,2014,117,4.3808
Magic in the Moonlight,2014,99,4.3664
Maleficent,2014,121,2.7481
Man on High Heels,2014,111,3.2943
Maps to the Stars,2014,110,4.5888
Million Dollar Arm,2014,100,2.4718
Miss Meadows,2014,119,3.8301
Mommy,2014,108,2.6943
Mom's Night Out,2014,100,2.1555
Mr. Peabody & Sherman,2014,116,3.0346
Muppets Most Wanted,2014,98,1.9704
Narcopolis,2014,114,2.7081
Need for Speed,2014,117,4.2425
Neighbors,2014,121,2.9476
Night at the Museum: Secret of the Tomb,2014,94,3.9871
Nightcrawler,2014,119,2.1906
Noah,2014,108,3.1826
Non-Stop,2014,120,3.5188
Northmen - A Viking Saga,2014,105,2.1089
Nowitzki: The Perfect Shot,2014,114,3.6364
Ocho apellidos vascos,2014,97,3.0846
Paddington,2014,95,4.1734
Parasyte: Part 1,2014,94,2.5497
Patton Oswalt: Tragedy Plus Comedy Equals Time,2014,120,4.3096
Penguins of Madagascar,2014,117,4.6307
PK,2014,122,4.2729
Planes: Fire & Rescue,2014,111,2.765
Plastic,2014,101,3.3175
Playing It Cool,2014,122,2.5195
Poker Night,2014,99,2.3483
Predestination,2014,121,3.9975
Pride,2014,101,4.7143
Reality,2014,109,3.499
Red Army,2014,119,4.4618
Revenge of the Green Dragons,2014,95,2.1614
Ride Along,2014,105,4.0567
Rio 2,2014,107,3.2272
RoboCop,2014,99,2.5484
Robot Overlords,2014,94,2.1569
Rudderless,2014,98,2.6317
Sapphire Blue,2014,106,4.5626
Saving Christmas,2014,114,3.6917
Search Party,2014,96,4.6645
Selma,2014,104,4.4281
Seve,2014,102,2.7495
Seventh Son,2014,97,2.3829
Sex Ed,2014,92,4.2245
Sex Tape,2014,114,3.9081
Silver Spoon,2014,94,4.4496
Sin City: A Dame to Kill For,2014,100,2.9706
Someone Marry Barry,2014,102,3.058
Son of a Gun,2014,96,2.3022
Son of God,2014,96,3.381
Song of the Sea,2014,118,3.9413
St. Vincent,2014,104,2.5382
Still Alice,2014,103,2.6335
Stretch,2014,106,4.5153
Swelter,2014,103,2.286
Sword of Vengeance,2014,110,3.7547
Tammy,2014,120,3.912
Teenage Mutant Ninja Turtles,2014,117,4.0809
That Awkward Moment,2014,110,3.8974
That Demon Within,2014,109,3.4592
That Sugar Film,2014,121,4.1448
The Amazing Spider-Man 2,2014,118,3.4139
The Book of Life,2014,104,2.9489
The Dark Valley,2014,102,4.6605
The Drop,2014,113,2.4586
The Duke of Burgundy,2014,93,4.6963
The Expendables 3,2014,116,2.6291
The Fault in Our Stars,2014,111,3.5121
The Fool,2014,110,3.8921
The Gambler,2014,98,3.1471
The Great Hypnotist,2014,118,3.3706
The Green Inferno,2014,101,2.4066
The Green Prince,2014,100,4.5948
The Hobbit: The Battle of the Five Armies,2014,108,2.078
The Hundred-Foot Journey,2014,107,4.3594
